"checking_status","duration","credit_history","loan_purpose","credit_amount","savings_status","employment","installment_commitment","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","credit_class","gender","credit_class_binary"
"0<=X<200",36,"delayed previously","business",4455,"<100","1<=X<4",2,"none",2,"real estate",30,"stores","own",2,"high qualified",0,1,1,"bad",0,0
"<0",21,"no credits/all paid","Car Purchase",1647,">=1000","1<=X<4",4,"none",2,"life insurance",40,"stores","own",2,"unskilled resident",1,0,1,"bad",0,0
"no checking",24,"critical/order existing credit","Consumer goods",3777,">=1000","1<=X<4",4,"none",4,"real estate",50,"stores","own",1,"skilled",0,1,1,"good",0,1
"0<=X<200",18,"critical/order existing credit","Car Purchase",884,"<100",">=7",4,"none",4,"car",36,"bank","own",1,"skilled",1,1,1,"bad",0,0
"no checking",15,"critical/order existing credit","Consumer goods",1360,"<100","1<=X<4",4,"none",2,"life insurance",31,"stores","own",2,"skilled",0,0,1,"good",0,1
"0<=X<200",9,"no credits/all paid","Car Purchase",5129,"<100",">=7",2,"none",4,"no known property",74,"bank","for free",1,"high qualified",1,1,1,"bad",1,0
"0<=X<200",16,"critical/order existing credit","Car Purchase",1175,"<100","unemployed",2,"none",3,"car",68,"stores","for free",3,"unemp/unskilled non res",0,1,1,"good",0,1
"<0",12,"existing paid","Consumer goods",674,"100<=X<500","4<=X<7",4,"none",1,"life insurance",20,"stores","own",1,"skilled",0,0,1,"bad",0,0
"0<=X<200",18,"no credits/all paid","Consumer goods",3244,"<100","1<=X<4",1,"none",4,"car",33,"bank","own",2,"skilled",0,1,1,"good",1,1
"no checking",24,"existing paid","business",4591,">=1000","1<=X<4",2,"none",3,"life insurance",54,"stores","own",3,"high qualified",0,1,1,"bad",0,0
"0<=X<200",48,"no credits/all paid","business",3844,"100<=X<500","4<=X<7",4,"none",4,"no known property",34,"stores","for free",1,"unskilled resident",1,0,1,"bad",0,0
"0<=X<200",27,"existing paid","business",3915,"<100","1<=X<4",4,"none",2,"car",36,"stores","own",1,"skilled",1,1,1,"bad",0,0
"no checking",6,"existing paid","Consumer goods",2108,"<100","4<=X<7",2,"none",2,"real estate",29,"stores","rent",1,"skilled",0,0,1,"good",0,1
"0<=X<200",45,"existing paid","Consumer goods",3031,"100<=X<500","1<=X<4",4,"guarantor",4,"life insurance",21,"stores","rent",1,"skilled",0,0,1,"bad",0,0
"0<=X<200",9,"critical/order existing credit","education",1501,"<100",">=7",2,"none",3,"car",34,"stores","own",2,"high qualified",0,1,1,"bad",1,0
"no checking",6,"critical/order existing credit","Consumer goods",1382,"<100","1<=X<4",1,"none",1,"car",28,"stores","own",2,"skilled",0,1,1,"good",1,1
"0<=X<200",12,"existing paid","Consumer goods",951,"100<=X<500","<1",4,"none",4,"car",27,"bank","rent",4,"skilled",0,0,1,"bad",1,0
"0<=X<200",24,"existing paid","Car Purchase",2760,"<100",">=7",4,"none",4,"no known property",36,"bank","for free",1,"skilled",0,1,1,"good",0,1
"0<=X<200",18,"delayed previously","Consumer goods",4297,"<100",">=7",4,"none",3,"no known property",40,"stores","own",1,"high qualified",0,1,1,"bad",0,0
"no checking",9,"critical/order existing credit","education",936,"500<=X<1000",">=7",4,"none",2,"car",52,"stores","own",2,"skilled",0,1,1,"good",0,1
"<0",12,"existing paid","Car Purchase",1168,"<100","1<=X<4",4,"none",3,"real estate",27,"stores","own",1,"unskilled resident",0,0,1,"good",0,1
"no checking",27,"delayed previously","business",5117,"<100","4<=X<7",3,"none",4,"car",37,"stores","own",2,"skilled",0,0,1,"good",0,1
"<0",12,"existing paid","retraining",902,"<100","4<=X<7",4,"none",4,"car",21,"stores","rent",1,"skilled",0,0,1,"bad",1,0
"no checking",12,"critical/order existing credit","Car Purchase",1495,"<100",">=7",4,"none",1,"real estate",38,"stores","own",2,"unskilled resident",1,0,1,"good",0,1
"<0",30,"critical/order existing credit","Car Purchase",10623,"<100",">=7",3,"none",4,"no known property",38,"stores","for free",3,"high qualified",1,1,1,"good",0,1
"no checking",12,"critical/order existing credit","Consumer goods",1935,"<100",">=7",4,"none",4,"real estate",43,"stores","own",3,"skilled",0,1,1,"good",0,1
"0<=X<200",12,"critical/order existing credit","Consumer goods",1424,"<100","4<=X<7",4,"none",3,"life insurance",26,"stores","own",1,"skilled",0,0,1,"good",0,1
"<0",24,"existing paid","business",6568,"<100","1<=X<4",2,"none",2,"car",21,"stores","own",1,"unskilled resident",0,0,1,"good",0,1
"no checking",12,"existing paid","Car Purchase",1413,">=1000","4<=X<7",3,"none",2,"life insurance",55,"stores","own",1,"skilled",0,0,0,"good",0,1
"no checking",9,"critical/order existing credit","Consumer goods",3074,"<100","1<=X<4",1,"none",2,"real estate",33,"stores","own",2,"skilled",1,0,1,"good",0,1
"no checking",36,"existing paid","Consumer goods",3835,"500<=X<1000",">=7",2,"none",4,"real estate",45,"stores","own",1,"unskilled resident",0,1,1,"good",1,1
"<0",27,"no credits/all paid","business",5293,"<100","unemployed",2,"none",4,"life insurance",50,"stores","own",2,"skilled",0,1,1,"bad",0,0
">=200",27,"delayed previously","business",1908,"<100",">=7",4,"none",4,"real estate",66,"stores","own",1,"high qualified",0,1,1,"bad",0,0
"no checking",36,"critical/order existing credit","Consumer goods",3342,"<100",">=7",4,"none",2,"car",51,"stores","own",1,"skilled",0,1,1,"good",0,1
"0<=X<200",6,"critical/order existing credit","retraining",932,"<100","4<=X<7",1,"none",3,"life insurance",39,"stores","own",2,"unskilled resident",0,0,1,"good",1,1
"<0",18,"no credits/all paid","business",3104,"<100","4<=X<7",3,"none",1,"life insurance",31,"bank","own",1,"skilled",0,1,1,"good",0,1
">=200",36,"existing paid","Consumer goods",3913,"<100","1<=X<4",2,"none",2,"real estate",23,"stores","own",1,"skilled",0,1,1,"good",0,1
"<0",24,"existing paid","Consumer goods",3021,"<100","1<=X<4",2,"none",2,"real estate",24,"stores","rent",1,"unskilled resident",0,0,1,"good",0,1
"no checking",10,"existing paid","Car Purchase",1364,"<100","1<=X<4",2,"none",4,"car",64,"stores","own",1,"skilled",0,1,1,"good",1,1
"0<=X<200",12,"existing paid","Consumer goods",625,"<100","<1",4,"guarantor",1,"real estate",26,"bank","own",1,"unskilled resident",0,0,1,"good",0,1
"<0",12,"existing paid","education",1200,"<100","1<=X<4",4,"none",4,"life insurance",23,"bank","rent",1,"skilled",0,1,1,"good",1,1
"no checking",12,"existing paid","Consumer goods",707,"<100","1<=X<4",4,"none",2,"real estate",30,"bank","own",2,"skilled",0,0,1,"good",0,1
"no checking",24,"delayed previously","business",2978,"<100","1<=X<4",4,"none",4,"real estate",32,"stores","own",2,"skilled",1,1,1,"good",0,1
"no checking",15,"existing paid","Car Purchase",4657,"<100","1<=X<4",3,"none",2,"car",33,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",36,"no credits/all paid","repairs",2613,"<100","1<=X<4",4,"none",2,"car",27,"stores","own",2,"skilled",0,0,1,"good",0,1
"0<=X<200",48,"existing paid","Consumer goods",10961,">=1000","4<=X<7",1,"co applicant",2,"no known property",27,"bank","own",2,"skilled",0,1,1,"bad",0,0
"<0",12,"existing paid","Consumer goods",7865,"<100",">=7",4,"none",4,"no known property",53,"stores","for free",1,"high qualified",0,1,1,"bad",0,0
"no checking",9,"existing paid","Consumer goods",1478,"<100","4<=X<7",4,"none",2,"car",29,"stores","own",1,"skilled",0,0,1,"bad",0,0
"<0",24,"existing paid","Consumer goods",3149,"<100","<1",4,"none",1,"no known property",22,"bank","for free",1,"skilled",0,0,1,"good",0,1
">=200",36,"existing paid","Consumer goods",4210,"<100","1<=X<4",4,"none",2,"car",26,"stores","own",1,"skilled",0,0,1,"bad",0,0
"no checking",9,"existing paid","Car Purchase",2507,"500<=X<1000",">=7",2,"none",4,"no known property",51,"stores","for free",1,"unskilled resident",0,0,1,"good",0,1
"no checking",12,"existing paid","Consumer goods",2141,"100<=X<500","4<=X<7",3,"none",1,"no known property",35,"stores","own",1,"skilled",0,0,1,"good",0,1
"0<=X<200",18,"existing paid","Consumer goods",866,"<100","1<=X<4",4,"guarantor",2,"real estate",33,"stores","own",1,"unskilled resident",0,0,1,"good",0,1
"no checking",4,"critical/order existing credit","Consumer goods",1544,"<100","4<=X<7",2,"none",1,"real estate",42,"stores","own",3,"unskilled resident",1,0,1,"good",0,1
"<0",24,"existing paid","Consumer goods",1823,"<100","unemployed",4,"none",2,"car",30,"stores","own",1,"high qualified",1,0,1,"bad",0,0
"0<=X<200",6,"existing paid","Car Purchase",14555,"<100","unemployed",1,"none",2,"life insurance",23,"stores","own",1,"unemp/unskilled non res",0,1,1,"bad",0,0
"0<=X<200",21,"existing paid","business",2767,"100<=X<500",">=7",4,"none",2,"car",61,"bank","rent",2,"unskilled resident",0,0,1,"bad",0,0
"no checking",12,"critical/order existing credit","Consumer goods",1291,"<100","1<=X<4",4,"none",2,"life insurance",35,"stores","own",2,"skilled",0,0,1,"good",1,1
"<0",30,"existing paid","Consumer goods",2522,"<100",">=7",1,"guarantor",3,"life insurance",39,"stores","own",1,"skilled",1,0,1,"good",0,1
"<0",24,"existing paid","Car Purchase",915,"<100",">=7",4,"none",2,"car",29,"bank","own",1,"skilled",0,0,1,"bad",1,0
"no checking",6,"existing paid","Consumer goods",1595,"<100","4<=X<7",3,"none",2,"life insurance",51,"stores","own",1,"skilled",1,0,1,"good",0,1
"<0",48,"no credits/all paid","Car Purchase",4605,"<100",">=7",3,"none",4,"no known property",24,"stores","for free",2,"skilled",1,0,1,"bad",0,0
"no checking",12,"critical/order existing credit","business",1185,"<100","1<=X<4",3,"none",2,"real estate",27,"stores","own",2,"skilled",0,0,1,"good",1,1
"no checking",12,"no credits/all paid","retraining",3447,"500<=X<1000","1<=X<4",4,"none",3,"real estate",35,"stores","own",1,"unskilled resident",1,0,1,"good",1,1
"no checking",24,"critical/order existing credit","business",1258,"<100","4<=X<7",4,"none",1,"real estate",25,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",12,"critical/order existing credit","Consumer goods",717,"<100",">=7",4,"none",4,"real estate",52,"stores","own",3,"skilled",0,0,1,"good",0,1
"no checking",6,"no credits/all paid","Car Purchase",1204,"100<=X<500","1<=X<4",2.62,"none",1,"no known property",35,"bank","rent",1,"skilled",0,0,0,"good",0,1
">=200",24,"existing paid","Consumer goods",1925,"<100","1<=X<4",2,"none",2,"real estate",26,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",18,"existing paid","Consumer goods",433,"<100","unemployed",3,"co applicant",4,"real estate",22,"stores","rent",1,"skilled",0,0,1,"bad",1,0
"<0",6,"critical/order existing credit","Car Purchase",666,">=1000","4<=X<7",3,"none",4,"real estate",39,"stores","own",2,"unskilled resident",0,1,1,"good",1,1
">=200",12,"existing paid","Consumer goods",2251,"<100","1<=X<4",1,"none",2,"car",46,"stores","own",1,"unskilled resident",0,0,1,"good",1,1
"0<=X<200",30,"existing paid","Consumer goods",2150,"<100","1<=X<4",4,"guarantor",2,"no known property",24,"bank","own",1,"skilled",0,0,1,"bad",1,0
"no checking",24,"delayed previously","Consumer goods",4151,"100<=X<500","1<=X<4",2,"none",3,"life insurance",35,"stores","own",2,"skilled",0,0,1,"good",0,1
"0<=X<200",9,"existing paid","Consumer goods",2030,"100<=X<500","4<=X<7",2,"none",1,"car",24,"stores","own",1,"skilled",0,1,1,"good",0,1
"0<=X<200",60,"delayed previously","Consumer goods",7418,"<100","1<=X<4",1,"none",1,"real estate",27,"stores","own",1,"unskilled resident",0,0,1,"good",0,1
"no checking",24,"critical/order existing credit","Consumer goods",2684,"<100","1<=X<4",4,"none",2,"real estate",35,"stores","own",2,"unskilled resident",0,0,1,"good",0,1
"<0",12,"no credits/all paid","Consumer goods",2149,"<100","1<=X<4",4,"none",1,"no known property",29,"stores","for free",1,"skilled",0,0,1,"bad",0,0
"no checking",15,"existing paid","Car Purchase",3812,"100<=X<500","<1",1,"none",4,"car",35,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",11,"critical/order existing credit","Consumer goods",1154,"100<=X<500","unemployed",4,"none",4,"real estate",57,"stores","own",3,"unskilled resident",0,0,1,"good",1,1
"<0",12,"existing paid","Consumer goods",1657,"<100","1<=X<4",2,"none",2,"real estate",27,"stores","own",1,"skilled",0,0,1,"good",0,1
"<0",24,"existing paid","Consumer goods",1603,"<100",">=7",4,"none",4,"car",55,"stores","own",1,"skilled",0,0,1,"good",1,1
"<0",18,"critical/order existing credit","Car Purchase",5302,"<100",">=7",2,"none",4,"no known property",36,"stores","for free",3,"high qualified",0,1,1,"good",0,1
"no checking",12,"critical/order existing credit","education",2748,"<100",">=7",2,"none",4,"no known property",57,"bank","for free",3,"unskilled resident",0,0,1,"good",1,1
"no checking",10,"critical/order existing credit","Car Purchase",1231,"<100",">=7",3,"none",4,"real estate",32,"stores","own",2,"unskilled resident",1,0,0,"good",0,1
"0<=X<200",15,"existing paid","Consumer goods",802,"<100",">=7",4,"none",3,"car",37,"stores","own",1,"skilled",1,0,1,"bad",0,0
"no checking",36,"critical/order existing credit","business",6304,"<100",">=7",4,"none",4,"real estate",36,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",24,"existing paid","Consumer goods",1533,"<100","<1",4,"none",3,"car",38,"stores","own",1,"skilled",0,1,1,"good",1,1
"<0",14,"existing paid","Car Purchase",8978,"<100",">=7",1,"none",4,"life insurance",45,"stores","own",1,"high qualified",0,1,0,"bad",0,0
"no checking",24,"existing paid","Consumer goods",999,"<100",">=7",4,"none",2,"car",25,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",18,"existing paid","Car Purchase",2662,"100<=X<500","4<=X<7",4,"none",3,"life insurance",32,"stores","own",1,"skilled",0,0,0,"good",0,1
"no checking",12,"critical/order existing credit","Consumer goods",1402,"500<=X<1000","4<=X<7",3,"none",4,"car",37,"stores","rent",1,"skilled",0,1,1,"good",1,1
"0<=X<200",48,"no credits/all paid","Car Purchase",12169,"<100","4<=X<7",4,"co applicant",4,"no known property",36,"stores","for free",1,"high qualified",0,1,1,"good",0,1
"0<=X<200",48,"existing paid","Consumer goods",3060,"<100","4<=X<7",4,"none",4,"real estate",28,"stores","own",2,"skilled",0,0,1,"bad",0,0
"<0",30,"existing paid","repairs",11998,"<100","<1",1,"none",1,"no known property",34,"stores","own",1,"unskilled resident",0,1,1,"bad",0,0
"no checking",9,"existing paid","Consumer goods",2697,"<100","1<=X<4",1,"none",2,"real estate",32,"stores","own",1,"skilled",1,0,1,"good",0,1
"no checking",18,"critical/order existing credit","Consumer goods",2404,"<100","1<=X<4",2,"none",2,"car",26,"stores","own",2,"skilled",0,0,1,"good",1,1
"<0",12,"existing paid","Consumer goods",1262,"500<=X<1000",">=7",2,"none",4,"life insurance",49,"stores","own",1,"unskilled resident",0,1,1,"good",0,1
"no checking",6,"existing paid","Consumer goods",4611,"<100","<1",1,"none",4,"life insurance",32,"stores","own",1,"skilled",0,0,1,"bad",1,0
"no checking",24,"existing paid","Consumer goods",1901,"100<=X<500","1<=X<4",4,"none",4,"car",29,"stores","rent",1,"high qualified",0,1,1,"good",0,1
"no checking",15,"critical/order existing credit","Car Purchase",3368,">=1000",">=7",3,"none",4,"no known property",23,"stores","rent",2,"skilled",0,1,1,"good",0,1
"no checking",12,"existing paid","Consumer goods",1574,"<100","1<=X<4",4,"none",2,"real estate",50,"stores","own",1,"skilled",0,0,1,"good",0,1
">=200",18,"no credits/all paid","Consumer goods",1445,"<100","4<=X<7",4,"none",4,"car",49,"bank","own",1,"unskilled resident",0,0,1,"good",0,1
"no checking",15,"critical/order existing credit","Consumer goods",1520,"<100",">=7",4,"none",4,"life insurance",63,"stores","own",1,"skilled",0,0,1,"good",0,1
"0<=X<200",24,"critical/order existing credit","Car Purchase",3878,"100<=X<500","<1",4,"none",2,"car",37,"stores","own",1,"skilled",0,1,1,"good",0,1
"<0",47,"existing paid","Car Purchase",10722,"<100","<1",1,"none",1,"real estate",35,"stores","own",1,"unskilled resident",0,0,1,"good",1,1
"<0",48,"existing paid","Car Purchase",4788,"<100","4<=X<7",4,"none",3,"life insurance",26,"stores","own",1,"skilled",1,0,1,"good",0,1
"0<=X<200",48,"delayed previously","other",7582,"100<=X<500","unemployed",2,"none",4,"no known property",31,"stores","for free",1,"high qualified",0,1,1,"good",0,1
"0<=X<200",12,"existing paid","Consumer goods",1229,"<100","1<=X<4",4,"guarantor",4,"real estate",49,"stores","own",2,"skilled",0,1,1,"good",1,1
"<0",24,"delayed previously","Consumer goods",1024,"<100","<1",4,"none",4,"real estate",48,"stores","own",1,"skilled",0,0,1,"bad",0,0
"no checking",12,"existing paid","business",1076,"<100","1<=X<4",2,"none",2,"real estate",26,"stores","own",1,"skilled",0,1,0,"good",0,1
"0<=X<200",36,"existing paid","Car Purchase",9398,"<100","<1",1,"none",4,"car",28,"stores","rent",1,"high qualified",0,1,1,"bad",0,0
"<0",24,"critical/order existing credit","Car Purchase",6419,"<100",">=7",2,"none",4,"no known property",44,"stores","for free",2,"high qualified",1,1,1,"good",1,1
">=200",42,"critical/order existing credit","Car Purchase",4796,"<100",">=7",4,"none",4,"no known property",56,"stores","for free",1,"skilled",0,0,1,"good",0,1
"no checking",48,"critical/order existing credit","business",7629,"<100",">=7",4,"none",2,"car",46,"bank","own",2,"high qualified",1,0,1,"good",0,1
"0<=X<200",48,"existing paid","Consumer goods",9960,"<100","<1",1,"none",2,"car",26,"stores","own",1,"skilled",0,1,1,"bad",1,0
"no checking",12,"existing paid","Car Purchase",4675,"100<=X<500","<1",1,"none",4,"car",20,"stores","rent",1,"skilled",0,0,1,"good",1,1
"no checking",10,"existing paid","Car Purchase",1287,"<100",">=7",4,"co applicant",2,"life insurance",45,"stores","own",1,"unskilled resident",0,0,0,"good",0,1
"no checking",18,"existing paid","Consumer goods",2515,"<100","1<=X<4",3,"none",4,"real estate",43,"stores","own",1,"skilled",0,1,1,"good",0,1
"0<=X<200",21,"critical/order existing credit","Consumer goods",2745,">=1000","4<=X<7",3,"none",2,"car",32,"stores","own",2,"skilled",0,1,1,"good",0,1
"no checking",6,"existing paid","Car Purchase",672,"<100","unemployed",1,"none",4,"real estate",54,"stores","own",1,"unemp/unskilled non res",0,1,1,"good",1,1
"0<=X<200",36,"no credits/all paid","Consumer goods",3804,"<100","1<=X<4",4,"none",1,"car",42,"stores","own",1,"skilled",0,1,1,"bad",1,0
